ticket_type,priority,urgency,category_level_1,category_level_2,category_level_3,location,entity,service_label,origin,created_hour,created_day_of_week,is_weekend,description_length,is_long_resolution
Incident,5,3 - Faible,Incidents,Logiciel,Métier,VALENCE,TEXA,,Téléphone,13,1,False,86,True
Incident,5,3 - Faible,Incidents,Logiciel,Métier,VALENCE,TEXA SERVICES,,Téléphone,13,1,False,87,True
Incident,4,2 - Moyenne,Incidents,Portail,,BOURGES CNG,TEXA,,Self Service,12,1,False,69,False
Incident,4,2 - Moyenne,Incidents,Portail,,NANTES,TEXA,,Self Service,12,1,False,204,False
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,-,VOXENS,,Self Service,12,1,False,62,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,LE HAVRE,GMC,,Self Service,11,1,False,130,False
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,BOURGES CNG,TEXA,,Self Service,11,1,False,34,False
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,BOURGES CNG,TEXA,,Self Service,11,1,False,99,False
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,ROUEN,TEXA,,Self Service,11,1,False,121,False
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,EURISK ANGERS,EURISK,,Self Service,11,1,False,154,False
Incident,1,1 - Haute,Incidents,Logiciel,Métier,TOULON,TEXA,,Self Service,11,1,False,199,False
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,NIORT,TEXA,,Self Service,11,1,False,20,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,VALENCE,TEXA SERVICES,,Self Service,11,1,False,119,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,LE MANS,TEXA,,Téléphone,11,1,False,84,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,VALENCE,TEXA SERVICES,,Self Service,11,1,False,73,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,BAYONNE,TEXA,,Self Service,11,1,False,244,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,VALENCE,TEXA,,Self Service,10,1,False,91,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,PLATEFORME PCN,TEXA,,Self Service,10,1,False,287,False
Incident,2,1 - Haute,Incidents,Logiciel,Métier,VALENCE,TEXA SERVICES,,Self Service,10,1,False,122,False
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,-,GMC,,Téléphone,10,1,False,155,False
Incident,5,3 - Faible,Incidents,Matériel,Poste de travail,-,TGS,,Kiosque IT,10,1,False,150,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,ORLEANS CNG,CELLINKS,,Téléphone,10,1,False,39,False
Incident,4,2 - Moyenne,Incidents,Réseau,Réseau WIFI,-,CLE,,Kiosque IT,10,1,False,234,False
Incident,4,2 - Moyenne,Incidents,Réseau,Réseau WIFI,-,TEXA,,Kiosque IT,10,1,False,234,False
Incident,4,2 - Moyenne,Incidents,Réseau,Réseau WIFI,ORLEANS,CLE,,Kiosque IT,10,1,False,234,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,Vitrolles,EURISK,,Self Service,10,1,False,31,False
Incident,4,2 - Moyenne,Incidents,Portail,,-,TEXA SERVICES,,Self Service,10,1,False,641,True
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,GMC,,Téléphone,10,1,False,60,False
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,BOURGES CNG,TEXA,,Téléphone,10,1,False,66,False
Incident,4,2 - Moyenne,Incidents,Portail,,MARSEILLE,TEXA,,Self Service,10,1,False,154,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,LILLE,TEXA,,Téléphone,9,1,False,53,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,ORLEANS CNG,CELLINKS,,Téléphone,9,1,False,98,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,BOURGES CNG,TEXA,,Téléphone,9,1,False,54,False
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,NANTES,TGS,,Téléphone,9,1,False,181,False
Incident,4,2 - Moyenne,Incidents,Portail,,MONTPELLIER,CLE,,Self Service,8,1,False,311,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,PLATEFORME SUD EST,TEXA,,Self Service,8,1,False,248,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,BOURGES CNG,TEXA,,Téléphone,8,1,False,129,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,EURISK ROUEN,EURISK,,Self Service,8,1,False,98,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,ORLEANS,TEXA SERVICES,,Self Service,8,1,False,114,False
Incident,4,2 - Moyenne,Incidents,Portail,,ORLEANS,TEXA SERVICES,,Self Service,8,1,False,96,False
Incident,4,2 - Moyenne,Incidents,Portail,,STRASBOURG,EURISK,,Self Service,8,1,False,417,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,VANNES,TEXA SERVICES,,Self Service,21,0,False,235,False
Incident,4,2 - Moyenne,Incidents,Réseau,Carte 3G-4G,REIMS,TEXA,,Téléphone,17,0,False,175,True
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,-,EURISK,,Self Service,17,0,False,352,False
Incident,5,3 - Faible,Incidents,Matériel,Poste de travail,GUADELOUPE,TEXA,,Téléphone,17,0,False,38,False
Incident,4,2 - Moyenne,Incidents,Logiciel,REPORTING,NANTES,TEXA,,Téléphone,17,0,False,449,False
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,LYON,TEXA SERVICES,,Téléphone,17,0,False,68,False
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,PHENIX,,Téléphone,17,0,False,85,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,INQUEST,,Téléphone,17,0,False,256,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,STRASBOURG,TEXA,,Téléphone,16,0,False,85,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,LYON,PHENIX,,Téléphone,16,0,False,111,False
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,CLE Valence,CLE EXPERTISES,,Téléphone,16,0,False,98,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,VALENCE,TEXA SERVICES,,Téléphone,16,0,False,89,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,DIJON,TEXA SERVICES,,Téléphone,15,0,False,317,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,GUADELOUPE,TEXA,,Self Service,15,0,False,300,False
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,LYON,CLE EXPERTISES,,Téléphone,15,0,False,224,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,BREST,TEXA,,Self Service,15,0,False,720,False
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,STRASBOURG,TEXA,,Téléphone,15,0,False,97,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,Vitrolles,GMC,,Self Service,14,0,False,372,True
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,VOXENS,,Self Service,14,0,False,89,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,TGS,,Self Service,14,0,False,268,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,Vitrolles,INQUEST,,Self Service,14,0,False,180,False
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,ORLEANS CNG,TEXA,,Téléphone,14,0,False,83,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,TGS PARIS LA DEFENSE,TGS,,Kiosque IT,14,0,False,297,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,VALENCE,TEXA SERVICES,,Self Service,14,0,False,219,False
Incident,4,2 - Moyenne,Incidents,Matériel,Téléphonie,EURISK METZ,EURISK,,Self Service,14,0,False,126,False
Incident,4,2 - Moyenne,Incidents,Portail,,METZ,CLE EXPERTISES,,Self Service,14,0,False,91,False
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,-,TEXA SERVICES,,Kiosque IT,13,0,False,261,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,GUADELOUPE,TEXA,,Téléphone,13,0,False,54,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,ORLEANS,VOXENS,,Self Service,13,0,False,104,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,LYON,CLE EXPERTISES,,Self Service,13,0,False,315,False
Incident,4,2 - Moyenne,Incidents,Portail,,-,TEXA,,Self Service,12,0,False,178,False
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,-,STELLIANT,,Kiosque IT,11,0,False,305,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,EXTERNE,,Téléphone,11,0,False,464,True
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,TGS PARIS LA DEFENSE,TEXA/Experts/TGS,,Téléphone,11,0,False,574,True
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,TEXA,,Téléphone,11,0,False,150,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,PLATEFORME SUD EST,TEXA,,Self Service,10,0,False,228,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,NANTES,TEXA,,Self Service,10,0,False,63,False
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,QANTEX,,Téléphone,10,0,False,92,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,EXTERNE,,Kiosque IT,10,0,False,395,True
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,EURISK SIEGE TELETRAVAIL,EURISK,,Téléphone,10,0,False,360,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,NANTES,TEXA,,Self Service,10,0,False,99,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,ORLEANS,TEXA,,Self Service,10,0,False,494,True
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,CLE,,Self Service,10,0,False,182,False
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,EURISK,,Téléphone,10,0,False,104,False
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,ROUEN,INQUEST,,Téléphone,10,0,False,54,False
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,EXTERNE,,Téléphone,10,0,False,132,False
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,BORDEAUX,PHENIX,,Téléphone,10,0,False,154,False
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,QANTEX,,Téléphone,10,0,False,98,False
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,EXTERNE,,Kiosque IT,9,0,False,361,False
Incident,4,2 - Moyenne,Incidents,Portail,,-,CLE EXPERTISES,,Self Service,9,0,False,148,False
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,STELLIANT,,Téléphone,9,0,False,82,False
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,ORLEANS CNG,TEXA SERVICES,,Téléphone,9,0,False,72,False
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,ROUEN,GEOP,,Téléphone,9,0,False,134,False
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,ORLEANS,TEXA,,Téléphone,9,0,False,149,True
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,ROUEN,GEOP,,Self Service,9,0,False,287,True
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,ORLEANS CNG,CELLINKS,,Téléphone,9,0,False,170,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,Vitrolles,SES,,Self Service,9,0,False,174,False
Incident,4,2 - Moyenne,Incidents,Réseau,Réseau local-câblage,EURISK METZ,EURISK,,Téléphone,9,0,False,110,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,EURISK MONTPELLIER,EURISK,,Self Service,8,0,False,185,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,TOULOUSE,TEXA SERVICES,,Self Service,8,0,False,47,False
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,TOULON,TEXA,,Téléphone,8,0,False,67,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,ROUEN,TEXA,,Téléphone,8,0,False,100,False
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,ORLEANS CNG,TEXA,,Téléphone,8,0,False,83,False
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,Vitrolles,SES,,Téléphone,8,0,False,44,False
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,ORLEANS,TEXA,,Téléphone,8,0,False,87,False
Incident,4,2 - Moyenne,Incidents,Portail,,BOURGES CNG,TEXA,,Self Service,8,0,False,87,False
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,-,GMC,,Kiosque IT,8,0,False,262,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,EXTERNE,,Self Service,7,0,False,176,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,ORLEANS,VOXENS,,Self Service,5,0,False,153,False
Incident,4,2 - Moyenne,Incidents,Réseau,Carte 3G-4G,-,CELLINKS,,Self Service,9,6,True,364,False
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,-,GMC,,Self Service,17,4,False,267,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,RENNES,TEXA SERVICES,,Self Service,16,4,False,325,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,PHENIX,,Téléphone,16,4,False,38,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,PHENIX,,Self Service,15,4,False,209,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,EXTERNE,,Kiosque IT,15,4,False,422,True
Incident,4,2 - Moyenne,Incidents,Portail,,BOURGES CNG,TEXA,,Self Service,15,4,False,218,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,TEXA,,Téléphone,15,4,False,78,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,DIJON,TEXA SERVICES,,Self Service,15,4,False,96,False
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,CLE,,Téléphone,15,4,False,62,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,MONTPELLIER,GEOP,,Self Service,14,4,False,345,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,ROUEN,TEXA,,Self Service,14,4,False,103,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,TOULOUSE,PHENIX,,Téléphone,14,4,False,118,True
Incident,5,3 - Faible,Incidents,Matériel,Poste de travail,EURISK LYON,EURISK,,Téléphone,14,4,False,85,True
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,METZ,CLE,,Self Service,14,4,False,0,True
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,TEXA,,Self Service,14,4,False,305,False
Incident,4,2 - Moyenne,Incidents,Matériel,Téléphonie,TOULOUSE,PHENIX,,Téléphone,14,4,False,75,False
Incident,4,2 - Moyenne,Incidents,Portail,,-,TEXA,,Self Service,14,4,False,193,False
Incident,4,2 - Moyenne,Incidents,Portail,,BOURGES CNG,TEXA,,Self Service,14,4,False,296,False
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,GEOP,,Téléphone,13,4,False,34,False
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,EURISK ROUEN,EURISK,,Téléphone,13,4,False,69,False
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,ROUEN,TEXA,,Self Service,13,4,False,7,False
Incident,4,2 - Moyenne,Incidents,Réseau,Carte 3G-4G,NANTES,TEXA,,Téléphone,13,4,False,81,False
Incident,4,2 - Moyenne,Incidents,Matériel,Téléphonie,-,PHENIX,,Téléphone,13,4,False,54,False
Incident,4,2 - Moyenne,Incidents,Portail,,LE MANS,TEXA,,Self Service,13,4,False,197,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,TGS,,Téléphone,12,4,False,133,False
Incident,4,2 - Moyenne,Incidents,Portail,,-,PHENIX,,Self Service,11,4,False,449,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,PHENIX,,Téléphone,11,4,False,184,False
Incident,4,2 - Moyenne,Incidents,Portail,,LYON,TEXA,,Self Service,11,4,False,283,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,GMC,,Téléphone,11,4,False,44,False
Incident,4,2 - Moyenne,Incidents,Portail,,-,INQUEST,,Self Service,11,4,False,129,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,BOURGES CNG,TEXA,,Téléphone,11,4,False,203,True
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,BOURGES CNG,TEXA,,Self Service,11,4,False,171,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,TOULOUSE,PHENIX,,Téléphone,11,4,False,179,False
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,LILLE,TGS,,Téléphone,11,4,False,97,False
Incident,4,2 - Moyenne,Incidents,Réseau,Réseau WIFI,PARIS NORD,TEXA SERVICES,,Kiosque IT,11,4,False,321,False
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,-,EXTERNE,,Kiosque IT,11,4,False,249,False
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,BORDEAUX,TEXA,,Téléphone,11,4,False,65,False
Incident,5,3 - Faible,Incidents,Logiciel,Métier,STRASBOURG,TEXA SERVICES,,Téléphone,11,4,False,91,False
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,GRENOBLE,CLE,,Téléphone,10,4,False,82,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,DIJON,TEXA SERVICES,,Self Service,10,4,False,117,False
Incident,4,2 - Moyenne,Incidents,Matériel,Téléphonie,NIORT,TEXA,,Téléphone,10,4,False,63,False
Incident,4,2 - Moyenne,Incidents,Portail,,BREST,EURISK,,Self Service,10,4,False,391,False
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,,,Téléphone,10,4,False,24,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,CLE,,Self Service,9,4,False,82,False
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,RENNES,TEXA_SERVICES,,Téléphone,9,4,False,74,False
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,SES,,Téléphone,9,4,False,106,False
Incident,4,2 - Moyenne,Incidents,Portail,,PLATEFORME PCN,TEXA,,Self Service,9,4,False,115,False
Incident,4,2 - Moyenne,Incidents,Portail,,ORLEANS,TEXA SERVICES,,Self Service,9,4,False,29,False
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,-,INQUEST,,Téléphone,9,4,False,97,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,BOURGES CNG,TEXA,,Self Service,9,4,False,80,False
Incident,5,3 - Faible,Incidents,Logiciel,Métier,TOULOUSE,CELLINKS,,Téléphone,9,4,False,62,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,TEXA,,Téléphone,9,4,False,48,False
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,PHENIX,,Téléphone,9,4,False,78,False
Incident,4,2 - Moyenne,Incidents,Matériel,Téléphonie,EURISK ROUEN,EURISK,,Téléphone,8,4,False,284,True
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,-,TEXA,,Téléphone,8,4,False,71,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,ORLEANS,VOXENS,,Self Service,8,4,False,114,False
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,CELLINKS,,Téléphone,8,4,False,82,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,PLATEFORME SUD EST,TEXA,,Self Service,8,4,False,132,False
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,TEXA,,Téléphone,8,4,False,89,False
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,-,GEOP,,Téléphone,8,4,False,90,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,PHENIX,,Self Service,8,4,False,227,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,EURISK ROUEN,EURISK,,Téléphone,8,4,False,146,False
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,GRENOBLE,CLE,,Téléphone,17,3,False,410,True
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,GUADELOUPE,TEXA,,Téléphone,17,3,False,151,False
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,MONTPELLIER,TEXA,,Téléphone,17,3,False,133,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,BOURGES CNG,TEXA,,Self Service,17,3,False,223,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,-,TEXA,,Téléphone,16,3,False,290,True
Incident,2,1 - Haute,Incidents,Logiciel,Métier,GRENOBLE,CLE,,Téléphone,16,3,False,77,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,TEXA SERVICES,,Téléphone,16,3,False,118,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,PHENIX,,Self Service,16,3,False,155,False
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,BOURGES CNG,TEXA,,Téléphone,15,3,False,92,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,STRASBOURG,TEXA,,Téléphone,15,3,False,338,False
Incident,4,2 - Moyenne,Incidents,Portail,,PLATEFORME SUD EST,TEXA,,Self Service,15,3,False,227,False
Incident,3,1 - Haute,Incidents,Logiciel,Métier,LE HAVRE,TEXA,,Téléphone,15,3,False,70,False
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,EURISK SIEGE DT,EURISK,,Kiosque IT,15,3,False,501,True
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,-,TEXA SERVICES,,Self Service,15,3,False,186,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,ROUEN,TEXA SERVICES,,Self Service,14,3,False,75,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,ROUEN,TEXA SERVICES,,Self Service,14,3,False,74,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,PLATEFORME SUD EST,TEXA,,Self Service,14,3,False,108,False
Incident,4,2 - Moyenne,Incidents,Portail,,PLATEFORME SUD EST,TEXA,,Self Service,14,3,False,372,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,NANTES,CELLINKS,,Self Service,14,3,False,388,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,BOURGES CNG,TEXA,,Self Service,14,3,False,86,False
Incident,4,2 - Moyenne,Incidents,Réseau,Carte 3G-4G,BORDEAUX,TEXA,,Self Service,14,3,False,444,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,BORDEAUX,TEXA,,Self Service,14,3,False,622,False
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,Reims Cormontreuil,PHENIX,,Téléphone,14,3,False,65,False
Incident,4,2 - Moyenne,Incidents,Matériel,Impression,-,TGS,,Self Service,14,3,False,333,False
Incident,4,2 - Moyenne,Incidents,Réseau,Carte 3G-4G,LE HAVRE,TEXA,,Téléphone,13,3,False,81,False
Incident,5,3 - Faible,Incidents,Matériel,Poste de travail,-,INQUEST,,Kiosque IT,13,3,False,138,False
Incident,5,3 - Faible,Incidents,Matériel,Poste de travail,-,GEOP,,Téléphone,13,3,False,286,True
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,STRASBOURG,TEXA SERVICES,,Téléphone,13,3,False,24,False
Incident,4,2 - Moyenne,Incidents,Réseau,Réseau WIFI,-,GEOP,,Téléphone,12,3,False,131,False
Incident,5,3 - Faible,Incidents,Logiciel,Métier,BOURGES CNG,TEXA SERVICES,,Téléphone,12,3,False,419,False
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,-,VOXENS,,Self Service,12,3,False,379,False
Incident,4,2 - Moyenne,Incidents,Portail,,VALENCE,TEXA SERVICES,,Self Service,12,3,False,261,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,BOURGES CNG,TEXA,,Self Service,12,3,False,117,False
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,BOURGES CNG,TEXA,,Self Service,12,3,False,74,False
Incident,2,1 - Haute,Incidents,Logiciel,Métier,ORLEANS CNG,CELLINKS,,Self Service,12,3,False,86,True
Incident,2,1 - Haute,Incidents,Logiciel,Métier,BOURGES CNG,TEXA,,Self Service,11,3,False,257,True
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,-,TEXA,,Self Service,11,3,False,227,False
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,TOULOUSE,PHENIX,,Téléphone,11,3,False,77,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,Reims Cormontreuil,PHENIX,,Téléphone,11,3,False,38,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,CAEN,TEXA SERVICES,,Self Service,11,3,False,200,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,SAINT BRIEUC,TEXA,,Self Service,11,3,False,101,False
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,MELUN,TEXA SERVICES,,Self Service,10,3,False,116,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,LILLE,TEXA SERVICES,,Self Service,10,3,False,97,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,TEXA SERVICES,,Self Service,10,3,False,232,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,TEXA,,Self Service,10,3,False,189,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,TEXA,,Self Service,10,3,False,155,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,-,TEXA,,Self Service,10,3,False,233,False
Incident,4,2 - Moyenne,Incidents,Portail,,DIJON,TEXA,,Self Service,10,3,False,144,False
Incident,5,3 - Faible,Incidents,Matériel,Poste de travail,-,GMC,,Kiosque IT,10,3,False,305,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,EURISK SIEGE,EURISK,,Self Service,10,3,False,55,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,PHENIX,,Self Service,10,3,False,258,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,-,TEXA_SERVICES,,Self Service,9,3,False,333,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,-,TEXA SERVICES,,Self Service,9,3,False,245,False
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,PARIS NORD,TEXA,,Téléphone,9,3,False,158,True
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,RENNES,GEOP,,Téléphone,9,3,False,82,False
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,-,TEXA SERVICES,,Téléphone,9,3,False,85,False
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,-,EXTERNE,,Kiosque IT,9,3,False,357,False
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,PHENIX,,Téléphone,9,3,False,55,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,ROUEN,TEXA,,Self Service,9,3,False,105,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,-,TEXA SERVICES,,Self Service,8,3,False,445,False
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,MARSEILLE,TEXA,,Self Service,8,3,False,432,False
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,TOULON,TEXA,,Self Service,8,3,False,124,False
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,NANCY,GEOP,,Téléphone,8,3,False,84,False
