ticket_type,priority,urgency,category_level_1,category_level_2,category_level_3,location,entity,service_label,origin,created_hour,created_day_of_week,is_weekend,description_length,resolver_group
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,EURISK,,Kiosque IT,11,3,False,192,HD2_SUPPORT
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,TOULON,TEXA,,Téléphone,11,3,False,172,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,ROUEN,CELLINKS,,Self Service,11,3,False,142,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,GRENOBLE,TEXA SERVICES,,Téléphone,11,3,False,318,HD3_ITEX MOBILE/PHONE
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,PHENIX,,Téléphone,11,3,False,34,HD1_FRONT
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,-,TEXA SERVICES,,Kiosque IT,11,3,False,194,HD2_SUPPORT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,MONTPELLIER,CLE/DAF,,Self Service,11,3,False,149,HD3_AX_EXPENSYA
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,LYON,TEXA SERVICES,,Self Service,11,3,False,148,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,EURISK,,Téléphone,11,3,False,91,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,ROUEN,TEXA SERVICES,,Self Service,11,3,False,109,HD3_BUR / GESTION DE PARC
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,,,Téléphone,10,3,False,285,HD2_SUPPORT
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,-,EURISK,,Kiosque IT,10,3,False,393,HD3_BUR / GESTION DE PARC
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,CREIL,TEXA,,Téléphone,10,3,False,59,HD1_FRONT
Incident,5,3 - Faible,Incidents,Logiciel,Métier,-,GMC,,Kiosque IT,10,3,False,439,HD2_SUPPORT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,TGS,,Téléphone,10,3,False,87,HD1_FRONT
Incident,1,1 - Haute,Incidents,Logiciel,Bureautique,-,GMC,,Téléphone,10,3,False,0,HD2_SUPPORT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,EURISK,,Téléphone,10,3,False,79,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,-,VOXENS,,Self Service,10,3,False,160,HD3_AX_EXPENSYA
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,TEXA SERVICES,,Téléphone,10,3,False,54,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,-,TGS,,Self Service,10,3,False,325,HD1_FRONT
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,TOULON,TEXA,,Self Service,10,3,False,138,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,,,Téléphone,10,3,False,55,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,BORDEAUX,TEXA SERVICES,,Self Service,10,3,False,113,HD3_AX_EXPENSYA
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,ORLEANS CNG,CELLINKS,,Self Service,10,3,False,123,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,GEOSYNTHESE,,Self Service,10,3,False,298,HD1_FRONT
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,-,TEXA,,Self Service,10,3,False,74,HD1_FRONT
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,LE MANS,TEXA,,Self Service,10,3,False,40,HD1_FRONT
Incident,5,3 - Faible,Incidents,Logiciel,Métier,-,TEXA,,Téléphone,10,3,False,42,HD1_FRONT
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,-,TEXA SERVICES,,Self Service,9,3,False,80,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,DIJON,TEXA,,Self Service,9,3,False,52,HD1_FRONT
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,-,VOXENS,,Self Service,9,3,False,67,HD1_FRONT
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,PLATEFORME SUD EST,TEXA,,Self Service,9,3,False,91,HD1_FRONT
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,ORLEANS,TEXA,,Self Service,9,3,False,172,HD1_FRONT
Incident,5,3 - Faible,Incidents,Logiciel,Métier,BREST,TEXA,,Téléphone,9,3,False,96,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,LILLE,CLE,,Self Service,9,3,False,132,HD1_FRONT
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,BOURGES CNG,TEXA,,Self Service,9,3,False,98,HD1_FRONT
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,BOURGES CNG,TEXA,,Téléphone,9,3,False,661,HD2_SUPPORT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,PHENIX,,Téléphone,9,3,False,82,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,PHENIX,,Téléphone,9,3,False,50,HD1_FRONT
Incident,1,1 - Haute,Incidents,Logiciel,Métier,-,VOXENS,,Self Service,9,3,False,254,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,NIORT,TEXA,,Téléphone,9,3,False,251,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,AVIGNON,TEXA,,Téléphone,8,3,False,115,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,SES,,Téléphone,8,3,False,99,HD1_FRONT
Incident,5,3 - Faible,Incidents,Logiciel,Métier,PARIS NORD,TEXA,,Téléphone,8,3,False,61,HD1_FRONT
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,TOURS,TEXA,,Self Service,8,3,False,37,HD1_FRONT
Incident,5,3 - Faible,Incidents,Logiciel,Métier,PARIS NORD,TEXA SERVICES,,Téléphone,8,3,False,41,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,ORLEANS,TEXA,,Téléphone,8,3,False,99,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,TEXA,,Téléphone,8,3,False,291,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,ORLEANS,TEXA,,Self Service,8,3,False,53,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Réseau,Carte 3G-4G,DIJON,TEXA SERVICES,,Téléphone,8,3,False,80,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,ROUEN,TEXA,,Téléphone,8,3,False,180,HD1_FRONT
Incident,5,3 - Faible,Incidents,Logiciel,Métier,GUADELOUPE,TEXA,,Téléphone,18,2,False,65,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Portail,,CREIL,TEXA,,Self Service,17,2,False,185,HD3_AX_EXPENSYA
Incident,4,2 - Moyenne,Incidents,Portail,,TOULON,TEXA,,Self Service,17,2,False,226,HD3_MOA PART-PRO-ENT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,TOULOUSE,PHENIX,,Téléphone,17,2,False,93,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,AVIGNON,TEXA,,Self Service,16,2,False,321,HD3_AX_EXPENSYA
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,MARTINIQUE,TEXA,,Téléphone,16,2,False,242,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,TEXA SERVICES,,Self Service,16,2,False,128,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,BORDEAUX,TEXA,,Téléphone,15,2,False,21,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Réseau,Réseau local-câblage,-,TEXA,,Kiosque IT,15,2,False,324,HD2_SUPPORT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,MARSEILLE,TEXA,,Self Service,15,2,False,352,HD3_AX_EXPENSYA
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,BORDEAUX,TEXA SERVICES,,Téléphone,15,2,False,36,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Matériel,Téléphonie,NIORT,TEXA,,Téléphone,15,2,False,43,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,-,VOXENS,,Self Service,15,2,False,98,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,PHENIX,,Téléphone,15,2,False,223,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,-,TEXA,,Self Service,15,2,False,144,HD3_AX_EXPENSYA
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,EURISK AMIENS,EURISK,,Self Service,14,2,False,93,HD3_BUR / GESTION DE PARC
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,-,STELLIANT,,Self Service,14,2,False,253,HD3_AX_EXPENSYA
Incident,5,3 - Faible,Incidents,Logiciel,Métier,NANCY,TEXA,,Téléphone,14,2,False,102,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,-,TEXA,,Kiosque IT,14,2,False,190,HD2_SUPPORT
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,PARIS LA DEFENSE,GEOSYNTHESE,,Kiosque IT,14,2,False,323,HD2_SUPPORT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,TEXA,,Self Service,14,2,False,39,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Réseau,Carte 3G-4G,MELUN,TEXA SERVICES,,Self Service,14,2,False,175,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,MONTPELLIER,TEXA SERVICES,,Self Service,13,2,False,142,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,-,TEXA SERVICES,,Self Service,13,2,False,173,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Portail,,-,TEXA,,Self Service,13,2,False,336,HD3_BUR / GESTION DE PARC
Incident,5,3 - Faible,Incidents,Matériel,Poste de travail,TOULON,TEXA,,Téléphone,13,2,False,301,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,LILLE,TEXA,,Téléphone,12,2,False,388,HD3_ITEX MOBILE/PHONE
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,LYON,PHENIX,,Téléphone,12,2,False,27,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,BORDEAUX,CLE,,Téléphone,12,2,False,107,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,NICE,CLE EXPERTISES,,Téléphone,11,2,False,68,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,TEXA SERVICES,,Kiosque IT,11,2,False,611,HD2_SUPPORT
Incident,5,3 - Faible,Incidents,Logiciel,Métier,-,TEXA SERVICES,,Kiosque IT,11,2,False,264,HD2_SUPPORT
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,-,PHENIX,,Téléphone,10,2,False,94,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,Vitrolles,GMC,,Self Service,10,2,False,476,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,LYON,TEXA SERVICES,,Téléphone,10,2,False,102,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Réseau,Carte 3G-4G,CAEN,TEXA,,Téléphone,10,2,False,42,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Réseau,Réseau WIFI,NANTES,GMC,,Téléphone,10,2,False,288,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,TOULON,TEXA,,Self Service,10,2,False,171,HD3_AX_EXPENSYA
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,PHENIX,,Téléphone,10,2,False,89,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Matériel,Téléphonie,ORLEANS,TEXA,,Téléphone,10,2,False,23,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Hors périmètre Incident,,TOULOUSE,TEXA_SERVICES,,Self Service,10,2,False,261,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Métier,LILLE,TGS,,Téléphone,10,2,False,95,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Matériel,Téléphonie,MARTINIQUE,TEXA,,Téléphone,10,2,False,331,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,TOULON,TEXA,,Self Service,9,2,False,90,HD1_FRONT
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,-,TEXA SERVICES,,Self Service,9,2,False,154,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,TGS,,Téléphone,9,2,False,92,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Portail,,MONTPELLIER,QANTEX,,Self Service,9,2,False,153,HD3_BUR / GESTION DE PARC
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,-,TEXA,,Téléphone,9,2,False,70,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,BOURGES CNG,TEXA,,Self Service,9,2,False,82,HD3_AX_EXPENSYA
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,ROUEN,TEXA SERVICES,,Téléphone,9,2,False,201,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,NANTES,TEXA,,Téléphone,8,2,False,145,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Matériel,Téléphonie,NANTES,GMC,,Téléphone,8,2,False,88,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,TROYES,TEXA,,Self Service,8,2,False,176,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,TEXA,,Téléphone,8,2,False,88,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,DIJON,TEXA SERVICES,,Téléphone,8,2,False,327,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,GRENOBLE,TEXA,,Téléphone,8,2,False,47,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,AVIGNON,TEXA,,Téléphone,8,2,False,315,HD3_BUR / GESTION DE PARC
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,GRENOBLE,TEXA,,Self Service,8,2,False,87,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,MONTPELLIER,TEXA,,Téléphone,8,2,False,335,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,MONTPELLIER,TEXA SERVICES,,Self Service,8,2,False,206,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,BORDEAUX,TEXA,,Téléphone,8,2,False,99,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,MARSEILLE,TEXA,,Téléphone,8,2,False,99,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,BORDEAUX,TEXA SERVICES,,Téléphone,8,2,False,71,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,-,TEXA SERVICES,,Téléphone,8,2,False,98,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,VANNES,TEXA,,Self Service,8,2,False,429,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,AVIGNON,TEXA SERVICES,,Self Service,8,2,False,183,HD3_ITEX & EDITIQUE
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,ORLEANS,TEXA SERVICES,,Self Service,8,2,False,109,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,NICE,TEXA,,Self Service,8,2,False,199,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,NICE,CLE EXPERTISES,,Téléphone,8,2,False,153,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,AVIGNON,TEXA,,Self Service,7,2,False,149,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,NANCY,TEXA,,Self Service,7,2,False,185,HD1_FRONT
Incident,1,1 - Haute,Incidents,Logiciel,Métier,-,TEXA SERVICES,,Self Service,7,2,False,171,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,-,GMC,,Self Service,18,1,False,58,HD1_FRONT
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,NANTES,TGS,,Téléphone,17,1,False,77,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,GMC,,Téléphone,17,1,False,117,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Réseau,Carte 3G-4G,LYON,TEXA SERVICES,,Téléphone,16,1,False,33,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,GMC,,Téléphone,16,1,False,337,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,PHENIX,,Téléphone,16,1,False,42,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,GMC,,Téléphone,16,1,False,54,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,PHENIX,,Téléphone,15,1,False,74,HD1_FRONT
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,-,GMC,,Téléphone,15,1,False,19,HD1_FRONT
Incident,3,2 - Moyenne,Incidents,Matériel,Poste de travail,-,GEOP,,Self Service,15,1,False,308,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,Reims Cormontreuil,PHENIX,,Téléphone,15,1,False,60,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Portail,,MARSEILLE,TEXA,,Self Service,15,1,False,236,HD3_BUR / GESTION DE PARC
Incident,4,2 - Moyenne,Incidents,Portail,,PLATEFORME PCN,TEXA,,Self Service,14,1,False,98,HD3_MOA PART-PRO-ENT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,-,TGS,,Self Service,14,1,False,292,HD3_BUR / GESTION DE PARC
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,BREST,TEXA,,Self Service,14,1,False,103,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,LILLE,CLE,,Téléphone,14,1,False,71,HD1_FRONT
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,-,TEXA,,Self Service,13,1,False,218,HD1_FRONT
Incident,5,3 - Faible,Incidents,Matériel,Poste de travail,-,EURISK,,Téléphone,13,1,False,335,HD3_BUR / GESTION DE PARC
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,-,TEXA SERVICES,,Self Service,13,1,False,438,HD2_SUPPORT
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,-,EURISK,,Self Service,13,1,False,304,HD1_FRONT
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,ROUEN,TEXA SERVICES,,Téléphone,13,1,False,53,HD3_APP_TELEPHONIE
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,ROUEN,TEXA SERVICES,,Self Service,13,1,False,41,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,EURISK,,Téléphone,13,1,False,82,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,NANTES,TEXA SERVICES,,Téléphone,12,1,False,64,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,LYON,TEXA SERVICES,,Téléphone,12,1,False,75,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,ROUEN,TEXA SERVICES,,Téléphone,11,1,False,69,HD1_FRONT
Incident,2,1 - Haute,Incidents,Migration Windows 11,Echec de la maj rendant le poste HS,-,GEOSYNTHESE,,Téléphone,11,1,False,340,HD3_BUR / GESTION DE PARC
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,TEXA,,Téléphone,11,1,False,73,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,PHENIX,,Téléphone,11,1,False,46,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Réseau,Carte 3G-4G,-,TEXA,,Téléphone,11,1,False,71,HD1_FRONT
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,-,GMC,,Téléphone,10,1,False,56,HD1_FRONT
Incident,3,1 - Haute,Incidents,Matériel,Poste de travail,-,INQUEST,,Téléphone,10,1,False,470,HD3_BUR / GESTION DE PARC
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,NANTES,GMC,,Self Service,10,1,False,137,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,-,VOXENS,,Self Service,10,1,False,133,HD3_AX_EXPENSYA
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,-,STELLIANT,,Kiosque IT,10,1,False,244,HD2_SUPPORT
Incident,2,1 - Haute,Incidents,Logiciel,Métier,TGS PARIS LA DEFENSE,STELLIANT,,Self Service,10,1,False,151,HD2_SUPPORT
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,-,EXTERNE,,Kiosque IT,10,1,False,290,HD2_SUPPORT
Incident,5,3 - Faible,Incidents,Logiciel,Métier,-,TEXA,,Téléphone,10,1,False,272,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Réseau,Carte 3G-4G,BREST,TEXA,,Téléphone,9,1,False,381,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,-,GMC,,Self Service,9,1,False,230,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,ORLEANS,TEXA,,Téléphone,9,1,False,260,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,AVIGNON,TEXA,,Téléphone,9,1,False,50,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,PLATEFORME SUD EST,TEXA,,Self Service,8,1,False,149,HD3_ITEX & EDITIQUE
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,Vitrolles,SES,,Téléphone,8,1,False,294,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,PHENIX,,Téléphone,18,0,False,224,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,TGS,,Self Service,17,0,False,211,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,TEXA SERVICES,,Téléphone,17,0,False,260,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,NICE,GEOP,,Téléphone,16,0,False,65,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,TOULOUSE,TEXA SERVICES,,Self Service,16,0,False,157,HD1_FRONT
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,AVIGNON,TEXA SERVICES,,Self Service,16,0,False,34,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,TOULON,TEXA,,Téléphone,16,0,False,63,HD1_FRONT
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,LE MANS,TEXA,,Self Service,15,0,False,122,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,-,INQUEST,,Kiosque IT,15,0,False,857,HD3_BUR / GESTION DE PARC
Incident,4,2 - Moyenne,Incidents,Portail,,AVIGNON,TEXA,,Self Service,15,0,False,143,HD3_AX_EXPENSYA
Incident,4,2 - Moyenne,Incidents,Portail,,MONTPELLIER,TEXA,,Self Service,15,0,False,239,HD3_BUR / GESTION DE PARC
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,ROUEN,TEXA SERVICES,,Téléphone,15,0,False,66,HD1_FRONT
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,ORLEANS CNG,TEXA,,Téléphone,15,0,False,45,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,TOULON,TEXA,,Self Service,15,0,False,311,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,TOULON,TEXA,,Self Service,15,0,False,403,HD3_MOA PART-PRO-ENT
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,-,VOXENS,,Self Service,15,0,False,66,HD1_FRONT
Incident,3,1 - Haute,Incidents,Hors périmètre Incident,,-,TEXA SERVICES,,Self Service,14,0,False,238,HD2_SUPPORT
Incident,4,2 - Moyenne,Incidents,Réseau,Réseau WIFI,-,EXTERNE,,Kiosque IT,14,0,False,389,HD2_SUPPORT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,-,TEXA SERVICES,,Self Service,14,0,False,239,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,ORLEANS CNG,TEXA,,Self Service,14,0,False,260,HD1_FRONT
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,-,TEXA,,Kiosque IT,14,0,False,321,HD2_SUPPORT
Incident,4,2 - Moyenne,Incidents,Logiciel,Bureautique,-,TEXA SERVICES,,Self Service,14,0,False,141,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Portail,,LILLE,TGS,,Self Service,14,0,False,248,HD3_AX_EXPENSYA
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,AVIGNON,TEXA,,Téléphone,14,0,False,271,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,DIJON,TEXA,,Self Service,13,0,False,200,HD1_FRONT
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,-,TEXA,,Téléphone,12,0,False,174,HD1_FRONT
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,AVIGNON,TEXA SERVICES,,Self Service,12,0,False,235,HD1_FRONT
Incident,5,3 - Faible,Incidents,Logiciel,Bureautique,LILLE,GMC,,Téléphone,12,0,False,684,HD2_SUPPORT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,ORLEANS,TEXA,,Téléphone,11,0,False,261,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,ROUEN,TEXA SERVICES,,Self Service,11,0,False,110,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,VOXENS Chauny,VOXENS,,Téléphone,11,0,False,1581,HD3_BUR / GESTION DE PARC
Incident,4,2 - Moyenne,Incidents,Portail,,EURISK BORDEAUX,EURISK,,Self Service,11,0,False,429,HD3_BUR / GESTION DE PARC
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,BOURGES CNG,CELLINKS,,Self Service,11,0,False,89,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Matériel,Poste de travail,NANTES,TEXA SERVICES,,Self Service,10,0,False,58,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,GRENOBLE,TEXA,,Téléphone,10,0,False,264,HD1_FRONT
Incident,3,1 - Haute,Incidents,Logiciel,Bureautique,AVIGNON,TEXA SERVICES,,Téléphone,10,0,False,66,HD1_FRONT
Incident,4,2 - Moyenne,Incidents,Logiciel,Métier,BORDEAUX,TEXA SERVICES,,Self Service,10,0,False,163,HD1_FRONT
Incident,5,3 - Faible,Incidents,Logiciel,Métier,ORLEANS CNG,TEXA,,Téléphone,10,0,False,307,HD1_FRONT
Incident,2,1 - Haute,Incidents,Logiciel,Métier,DIJON,TEXA SERVICES,,Téléphone,10,0,False,663,HD3_ITEX & EDITIQUE
Incident,1,1 - Haute,Incidents,Réseau,Carte 3G-4G,-,GMC,,Téléphone,10,0,False,277,HD2_SUPPORT
Incident,3,2 - Moyenne,Incidents,Logiciel,Métier,TOULON,TEXA,,Self Service,10,0,False,67,HD1_FRONT
